created_utc
1478492292
1478494112
1478497061
1478499188
1478500089
1478501001
1478507741
1478507850
1478510464
1478510590
1478510606
1478512052
1478512703
1478512704
1478512705
1478512705
1478512706
1478512707
1478512708
1478515086
1478515710
1478515711
1478515711
1478517496
1478517497
1478518674
1478520860
1478521124
1478521143
1478521539
1478521556
1478522100
1478522908
1478522909
1478523799
1478524722
1478524722
1478525831
1478526595
1478526596
1478527652
1478528020
1478528020
1478528021
1478528021
1478528021
1478528022
1478528022
1478528022
1478528023
1478528023
1478528023
1478528024
1478528024
1478528024
1478528025
1478528025
1478528025
1478529042
1478530388
1478532360
1478533396
1478534002
1478534842
1478535499
1478536035
1478536103
1478536104
1478537646
1478539748
1478542152
1478542152
1478542152
1478543208
1478544717
1478546530
1478547128
1478547228
1478549096
1478549697
1478549769
1478550290
1478550512
1478551189
1478551233
1478551372
1478551658
1478552965
1478554314
1478554348
1478555765
1478555799
1478555848
1478555909
1478555913
1478557847
1478561305
1478561831
1478563627
1478568185
1478570472
1478570476
1478570611
1478570611
1478570892
1478570918
1478570989
1478574487
1478575709
1478577192
1478577434
1478584425
1478584741
1478585508
1478590396
1478590396
1478597009
1478597831
1478597832
1478597833
1478597833
1478597834
1478597835
1478598186
1478598504
1478598504
1478599703
1478599824
1478601202
1478601202
1478602723
1478602723
1478602724
1478603259
1478605388
1478606671
1478608926
1478609649
1478611395
1478611395
1478611396
1478611396
1478611397
1478611397
1478612652
1478612963
1478614276
1478615176
1478615177
1478616171
1478617506
1478618411
1478618412
1478618413
1478618707
1478618994
1478619596
1478620258
1478620444
1478620445
1478620446
1478620446
1478620447
1478621451
1478621452
1478622939
1478623243
1478623465
1478623466
1478623466
1478623467
1478623467
1478623468
1478625907
1478626344
1478626345
1478626345
1478628123
1478628386
1478630229
1478630230
1478630497
1478631449
1478631450
1478631450
1478631452
1478631452
1478631784
1478633137
1478635627
1478635926
1478635990
1478636739
1478637831
1478637832
1478638969
1478639402
1478640028
1478640242
1478640455
1478641832
1478642068
1478642189
1478642637
1478643636
1478643695
1478643845
1478646126
1478646134
1478646778
1478650338
1478650339
1478653331
1478653341
1478655728
1478656865
1478657527
1478658873
1478660119
1478660536
1478661786
1478661787
1478663549
1478663549
1478665952
1478667571
1478667627
1478667996
1478668328
1478670167
1478670168
1478670168
1478674818
1478674924
1478674924
1478674924
1478674925
1478675537
1478676145
1478676535
1478679730
1478679731
1478679846
1478679985
1478680214
1478680341
1478681848
1478683327
1478685128
1478685128
1478685604
1478686394
1478686447
1478687937
1478688155
1478688156
1478689212
1478689966
1478689966
1478689967
1478689967
1478689968
1478691168
1478691427
1478691428
1478691856
1478693836
1478697170
1478697170
1478698901
1478699525
1478699526
1478700169
1478700489
1478700511
1478701995
1478701995
1478701996
1478701996
1478702768
1478702859
1478702859
1478703425
1478703548
1478704762
1478704776
1478704779
1478705013
1478705036
1478705037
1478706676
1478706890
1478707051
1478707051
1478707051
1478707685
1478708229
1478708267
1478709727
1478709728
1478709729
1478709730
1478710646
1478710648
1478710971
1478710971
1478713056
1478715692
1478718369
1478718373
1478718481
1478720297
1478720298
1478720298
1478720680
1478720754
1478723296
1478723871
1478726303
1478726304
1478726304
1478726814
1478728054
1478728054
1478729183
1478729223
1478731033
1478731034
1478732234
1478732234
1478733560
1478734048
1478734546
1478737931
1478738708
1478743041
1478743042
1478743042
1478743270
1478743273
1478746329
1478747121
1478749927
1478753025
1478753616
1478754138
1478758954
1478762536
1478763795
1478764694
1478769125
1478770034
1478770085
1478770148
1478771837
1478772451
1478774189
1478774544
1478774545
1478774806
1478775035
1478776599
1478776939
1478776940
1478776941
1478776942
1478777530
1478779539
1478780828
1478782944
1478784001
1478784997
1478785038
1478785038
1478786169
1478786859
1478786860
1478786860
1478788710
1478789065
1478789244
1478789824
1478791352
1478792317
1478792319
1478792319
1478792587
1478793155
1478793156
1478794374
1478795630
1478796609
1478798604
1478799104
1478799105
1478801933
1478801997
1478801998
1478804082
1478804980
1478808492
1478809152
1478809153
1478809154
1478812707
1478812801
1478813869
1478814589
1478814590
1478814591
1478816298
1478818300
1478820108
1478822532
1478822533
1478822534
1478823734
1478825029
1478825536
1478825536
1478826156
1478828457
1478828611
1478829667
1478829673
1478834047
1478834723
1478836216
1478836343
1478837247
1478840536
1478843096
1478843979
1478847306
1478847314
1478847836
1478850131
1478850417
1478851944
1478852958
1478856615
1478857385
1478857547
1478857808
1478858299
1478858408
1478858827
1478860031
1478860031
1478860628
1478860629
1478862138
1478862369
1478864046
1478864185
1478864320
1478866688
1478869064
1478871458
1478871521
1478871521
1478872710
1478873107
1478874291
1478874513
1478875706
1478876607
1478876607
